run_utc,last_eod_date,data_fresh,qualified,n_candidates,candidates
2026-07-03T08:53:20+00:00,2026-07-02,True,203,9,9,"JNJ,MCD,PGR,MET,AMT,BMY,LOW,HD,DLR","JNJ,MCD,PGR,MET,AMT,BMY,LOW,HD,DLR"
2026-07-06T10:04:15+00:00,2026-07-02,False,203,9,9,"JNJ,MCD,PGR,MET,AMT,BMY,LOW,HD,DLR","JNJ,MCD,PGR,MET,AMT,BMY,LOW,HD,DLR"
2026-07-07T09:31:29+00:00,2026-07-06,True,205,9,9,"JNJ,MCD,PGR,DLR,AMT,HD,T,BMY,LOW","JNJ,MCD,PGR,DLR,AMT,HD,T,BMY,LOW"
2026-07-08T08:14:34+00:00,2026-07-07,True,208,9,9,"MCD,JNJ,TJX,DLR,PGR,LOW,AMT,BMY,HD","MCD,JNJ,TJX,DLR,PGR,LOW,AMT,BMY,HD"
2026-07-09T09:27:04+00:00,2026-07-08,True,210,9,9,"JNJ,LOW,MCD,PGR,AMT,BMY,HD,T,TJX","JNJ,LOW,MCD,PGR,AMT,BMY,HD,T,TJX"
2026-07-10T09:24:35+00:00,2026-07-09,True,206,9,9,"PGR,JNJ,MCD,DLR,TJX,HD,BMY,LOW,T","PGR,JNJ,MCD,DLR,TJX,HD,BMY,LOW,T"
2026-07-13T08:57:05+00:00,2026-07-10,True,208,9,9,"PGR,TJX,JNJ,MCD,DLR,HD,MDLZ,LOW,AMT","PGR,TJX,JNJ,MCD,DLR,HD,MDLZ,LOW,AMT"
2026-07-14T07:52:25+00:00,2026-07-13,True,207,9,9,"TJX,JNJ,PGR,EOG,MDLZ,HD,CB,BMY,AMT","TJX,JNJ,PGR,EOG,MDLZ,HD,CB,BMY,AMT"
2026-07-15T07:55:19+00:00,2026-07-14,True,207,9,9,"PGR,CB,TJX,EOG,T,JNJ,AMT,COP,PEP","PGR,CB,TJX,EOG,T,JNJ,AMT,COP,PEP"
2026-07-16T08:03:21+00:00,2026-07-15,True,209,9,9,"CB,TJX,EOG,DLR,JNJ,ALL,PEP,T,MDLZ","CB,TJX,EOG,DLR,JNJ,ALL,PEP,T,MDLZ"
